antenna_port,epc,first_seen_timestamp,mac_address,peak_rssi,reader_name,tid,timestamp
1,303435FC8803D056D15B963F,1744913218781658,00:16:25:12:77:b9,-69,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:40
1,303435FC8803D056D15B963F,1744913218801962,00:16:25:12:77:b9,-69,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:40
3,303435FC8803D056D15B963F,1744913218852460,00:16:25:12:77:b9,-63,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:41
3,303435FC8803D056D15B963F,1744913218874162,00:16:25:12:77:b9,-63,Impinj RFID Reader,,2025-04-17 12:04:41
4,303435FC8803D056D15B963F,1744913218901850,00:16:25:12:77:b9,-63,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:41
4,303435FC8803D056D15B963F,1744913218924640,00:16:25:12:77:b9,-66,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:41
1,303435FC8803D056D15B963F,1744913218948623,00:16:25:12:77:b9,-66,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:41
3,303435FC8803D056D15B963F,1744913219036585,00:16:25:12:77:b9,-64,Impinj RFID Reader,,2025-04-17 12:04:41
3,303435FC8803D056D15B963F,1744913219437191,00:16:25:12:77:b9,-59,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:41
3,303435FC8803D056D15B963F,1744913219455374,00:16:25:12:77:b9,-59,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:41
3,303435FC8803D056D15B963F,1744913219537496,00:16:25:12:77:b9,-60,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:41
3,303435FC8803D056D15B963F,1744913219561734,00:16:25:12:77:b9,-60,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:41
3,303435FC8803D056D15B963F,1744913219652771,00:16:25:12:77:b9,-61,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:41
3,303435FC8803D056D15B963F,1744913219675641,00:16:25:12:77:b9,-61,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:41
1,303435FC8803D056D15B963F,1744913219718884,00:16:25:12:77:b9,-69,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:41
2,303435FC8803D056D15B963F,1744913219758554,00:16:25:12:77:b9,-65,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:41
3,303435FC8803D056D15B963F,1744913219787686,00:16:25:12:77:b9,-55,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:41
3,303435FC8803D056D15B963F,1744913219815696,00:16:25:12:77:b9,-52,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:41
1,303435FC8803D056D15B963F,1744913219864810,00:16:25:12:77:b9,-64,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:42
1,303435FC8803D056D15B963F,1744913219881913,00:16:25:12:77:b9,-65,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:42
2,303435FC8803D056D15B963F,1744913219908376,00:16:25:12:77:b9,-58,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:42
2,303435FC8803D056D15B963F,1744913219929073,00:16:25:12:77:b9,-59,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:42
3,303435FC8803D056D15B963F,1744913219959823,00:16:25:12:77:b9,-60,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:42
3,303435FC8803D056D15B963F,1744913219976226,00:16:25:12:77:b9,-61,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:42
4,303435FC8803D056D15B963F,1744913220029218,00:16:25:12:77:b9,-64,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:42
4,303435FC8803D056D15B963F,1744913220048920,00:16:25:12:77:b9,-64,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:42
4,303435FC8803D056D15B963F,1744913220128936,00:16:25:12:77:b9,-65,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:42
4,303435FC8803D056D15B963F,1744913220150025,00:16:25:12:77:b9,-65,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:42
4,303435FC8803D056D15B963F,1744913220245690,00:16:25:12:77:b9,-63,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:42
4,303435FC8803D056D15B963F,1744913220266044,00:16:25:12:77:b9,-64,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:42
4,303435FC8803D056D15B963F,1744913220349183,00:16:25:12:77:b9,-68,Impinj RFID Reader,,2025-04-17 12:04:42
3,303435FC8803D056D15B963F,1744913220433304,00:16:25:12:77:b9,-60,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:42
3,303435FC8803D056D15B963F,1744913220454090,00:16:25:12:77:b9,-61,Impinj RFID Reader,,2025-04-17 12:04:42
3,303435FC8803D056D15B963F,1744913220536287,00:16:25:12:77:b9,-60,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:42
3,303435FC8803D056D15B963F,1744913220558812,00:16:25:12:77:b9,-61,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:42
3,303435FC8803D056D15B963F,1744913220648575,00:16:25:12:77:b9,-58,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:42
3,303435FC8803D056D15B963F,1744913220669270,00:16:25:12:77:b9,-58,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:42
3,303435FC8803D056D15B963F,1744913220753840,00:16:25:12:77:b9,-59,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:42
3,303435FC8803D056D15B963F,1744913220773858,00:16:25:12:77:b9,-60,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:42
4,303435FC8803D056D15B963F,1744913220804223,00:16:25:12:77:b9,-70,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:42
4,303435FC8803D056D15B963F,1744913220845847,00:16:25:12:77:b9,-67,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:43
1,303435FC8803D056D15B963F,1744913220873134,00:16:25:12:77:b9,-65,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:43
1,303435FC8803D056D15B963F,1744913220890361,00:16:25:12:77:b9,-66,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:43
2,303435FC8803D056D15B963F,1744913220916548,00:16:25:12:77:b9,-65,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:43
2,303435FC8803D056D15B963F,1744913220937729,00:16:25:12:77:b9,-66,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:43
4,303435FC8803D056D15B963F,1744913220983358,00:16:25:12:77:b9,-65,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:43
4,303435FC8803D056D15B963F,1744913221006587,00:16:25:12:77:b9,-65,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:43
1,303435FC8803D056D15B963F,1744913221055261,00:16:25:12:77:b9,-63,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:43
1,303435FC8803D056D15B963F,1744913221074575,00:16:25:12:77:b9,-61,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:43
2,303435FC8803D056D15B963F,1744913221101693,00:16:25:12:77:b9,-58,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:43
2,303435FC8803D056D15B963F,1744913221121867,00:16:25:12:77:b9,-58,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:43
3,303435FC8803D056D15B963F,1744913221149875,00:16:25:12:77:b9,-58,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:43
3,303435FC8803D056D15B963F,1744913221169307,00:16:25:12:77:b9,-58,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:43
4,303435FC8803D056D15B963F,1744913221197112,00:16:25:12:77:b9,-60,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:43
